"R0000100","R0618301","T4112300"
6447,62836,-5
6448,8454,12600
6449,5308,-2
6450,25641,10000
6451,9929,13000
6452,3924,1524
6453,14393,-5
6454,15226,57000
6455,27272,61000
6456,54934,45000
6457,13284,-2
6458,84178,-2
6459,80595,49000
6460,29384,-5
6461,15403,-2
6462,29519,231000
6463,18562,-5
6464,2890,-5
6465,1237,160000
6466,-4,218000
6467,10093,1400
6468,31729,-5
6469,12044,125000
6470,17490,172000
6471,-4,8700
6472,18228,57400
6473,38179,107000
6474,751,10920
6475,34910,-5
6476,19649,-1
6477,1118,1900
6478,1792,38000
6479,32012,33000
6480,690,-2
6481,14293,17000
6482,10054,-5
6483,19337,-5
6484,23220,-2
6485,28475,122000
6486,17908,-5
6487,24353,-5
6488,5093,33600
6489,18482,24000
6490,9723,8400
6491,37764,17000
6492,10830,-5
6493,2588,-5
6494,6911,-5
6495,3030,2000
6496,4802,-5
6497,43950,47000
6498,25729,40000
6499,15450,91500
6500,7895,87000
6501,23671,77001
6502,14639,-5
6503,28586,-5
6504,43970,-5
6505,14353,8814
6506,42774,-5
6507,556,40400
6508,7317,5400
6509,24669,-5
6510,17955,25500
6511,34268,48000
6512,66260,-5
6513,29595,107000
6514,17465,-5
6515,55259,67500
6516,5177,-2
6517,28134,-1
6518,77548,37000
6519,19398,-5
6520,52422,-5
6521,42027,-5
6522,58259,-5
6523,4252,-5
6524,77929,-5
6525,42880,-5
6526,43781,-5
6527,14532,-5
6528,9018,-5
6529,15597,-5
6530,27966,-5
6531,20760,-5
6532,8512,-5
6533,17331,-5
6534,13395,-5
6535,22628,-5
6536,10922,-5
6537,1773,-5
6538,8610,-5
6539,75933,-5
6540,80559,-5
6541,61848,-5
6542,78879,-5
6543,99344,-5
6544,94877,-5
6545,93773,-5
6546,69836,-5
6547,63289,-5
6548,-4,-5
6549,-4,-5
6550,79705,-5
6551,-5,-5
6552,17237,-5
6553,13596,-5
6554,17318,-5
6555,43405,18000
6556,92834,-5
6557,73132,-5
6558,76276,-5
6559,88278,-5
6560,81872,-5
6561,88542,-5
6562,86473,-5
6563,99785,-5
6564,68507,-5
6565,86838,-5
6566,80895,-5
6567,49315,-5
6568,75613,-5
6569,90632,-5
6570,80216,-5
6571,75776,-5
6572,58898,-5
6573,31280,-5
6574,6144,26000
6575,-4,-5
6576,37420,36800
6577,12481,-5
6578,1864,-5
6579,24493,-5
6580,68239,-5
6581,2564,-5
6582,35011,-5
6583,10242,-5
6584,3170,-5
6585,10153,-5
6586,15742,-5
6587,-4,-5
6588,11353,-5
6589,15063,-5
6590,2999,-5
6591,2440,-5
6592,16709,-5
6593,12566,14180
6594,16794,9616
6595,32342,146000
6596,36067,-5
6597,92713,-5
6598,17150,380
6599,2537,-5
6600,22123,-5
6601,20812,-5
6602,16096,8544
6603,34154,53000
6604,37001,7000
6605,25180,42000
6606,35221,7000
6607,84381,-5
6608,70730,-5
6609,-4,-5
6610,25539,-5
6611,27305,-5
6612,41994,-5
6613,82793,-5
6614,79924,-5
6615,32506,-5
6616,57237,-5
6617,60222,44200
6618,33451,-5
6619,82213,-5
6620,11465,-5
6621,2013,-5
6622,36167,-5
6623,30051,-5
6624,44477,-5
6625,15306,-5
6626,70343,-5
6627,99300,-5
6628,35159,-5
6629,8815,-5
6630,31752,-5
6631,75132,-5
6632,80871,-5
6633,95153,-5
6634,2960,-5
6635,10567,-5
6636,22784,-5
6637,42125,-5
6638,7797,-5
6639,33613,-5
6640,36081,-5
6641,31928,-5
6642,22017,-5
6643,41928,85480
6644,22705,-5
6645,45431,142000
6646,56572,92000
6647,31673,97000
6648,29107,72000
6649,34156,45000
6650,45788,98000
6651,8626,49000
6652,12440,40000
6653,-4,-5
6654,-4,8400
6655,31755,17040
6656,23328,-5
6657,35956,-5
6658,10322,11698
6659,9094,20000
6660,5547,-5
6661,29307,-5
6662,21978,8012
6663,30570,125100
6664,20301,-5
6665,23771,-5
6666,3872,2216
6667,29052,-5
6668,38079,72000
6669,30087,-5
6670,15818,77460
6671,745,7656
6672,9487,30000
6673,-4,-5
6674,74336,-5
6675,91436,-5
6676,42926,55000
6677,13798,53000
6678,3811,0
6679,19964,22000
6680,18813,20000
6681,5070,55000
6682,5942,10776
6683,-5,-5
6684,-5,-5
6685,23022,-5
6686,6638,-5
6687,-4,-5
6688,-4,-5
6689,7929,-5
6690,23283,-5
6691,26637,-5
6692,14249,-5
6693,64711,77000
6694,-5,22740
6695,-4,-5
6696,-4,-5
6697,-5,-1
6698,53571,-5
6699,72305,-5
6700,96181,-5
6701,74287,-5
6702,50989,-5
6703,63689,-1
6704,0,13680
6705,3467,53510
6706,84195,80600
6707,32824,265532
6708,80783,236000
6709,7789,45000
6710,32503,0
6711,43804,-5
6712,37337,-5
6713,67851,600
6714,-4,-5
6715,-4,-5
6716,-4,-5
6717,3746,10356
6718,6036,0
6719,9356,11280
6720,9804,0
6721,5553,-5
6722,2326,-5
6723,-4,-5
6724,3490,-2
6725,0,2400
6726,-5,-5
6727,61790,38000
6728,31131,-5
6729,44543,40000
6730,69700,-5
6731,31928,-5
6732,40738,-5
6733,14560,-5
6734,12999,31080
6735,21527,-5
6736,21619,45000
6737,82082,-5
6738,30017,15600
6739,37507,220000
6740,11970,19920
6741,9853,-2
6742,27353,9588
6743,27392,-5
6744,16919,-5
6745,27638,64000
6746,-4,8400
6747,16853,-5
6748,-5,-5
6749,-5,-5
6750,51208,-5
6751,67690,50000
6752,38327,24971
6753,63455,-5
6754,50627,-5
6755,39188,-5
6756,18213,37000
6757,14902,-5
6758,30658,60000
6759,3094,20000
6760,7419,47924
6761,3009,0
6762,5126,-5
6763,-4,-5
6764,2042,75000
6765,25937,50000
6766,36396,-5
6767,63912,-5
6768,80070,-5
6769,31677,160000
6770,25494,105000
6771,6064,-5
6772,-4,-2
6773,6980,2400
6774,17270,30000
6775,2770,600
6776,73191,-2
6777,3685,-5
6778,9362,-5
6779,52617,80000
6780,10385,12684
6781,-5,-5
6782,58447,-5
6783,25638,56000
6784,47834,-5
6785,7493,52512
6786,7825,2400
6787,7897,-2
6788,3577,18996
6789,22977,29997
6790,9356,62378
6791,10713,-5
6792,20124,59200
6793,6624,-5
6794,-4,-5
6795,23759,30072
6796,22114,53400
6797,-5,-5
6798,-5,-5
6799,16868,41000
6800,56485,497763
6801,26806,75000
6802,39342,97052
6803,77242,163060
6804,7401,19548
6805,47029,156000
6806,12185,22000
6807,71577,48000
6808,72782,38000
6809,42493,-5
6810,13250,-5
6811,79509,-5
6812,1980,16152
6813,12416,-5
6814,9764,-5
6815,24585,43000
6816,66927,203100
6817,88573,205100
6818,54285,57000
6819,34967,23432
6820,2966,-5
6821,88773,-5
6822,56405,-5
6823,69622,-1
6824,9302,-5
6825,7759,55640
6826,92001,497763
6827,48683,-5
6828,10178,-5
6829,-4,-1
6830,12123,-5
6831,-4,-5
6832,-4,-5
6833,-4,-5
6834,8118,-5
6835,44380,35144
6836,7362,497763
6837,50345,55000
6838,41577,87029
6839,43258,188400
6840,48172,104806
6841,43332,-5
6842,86873,-1
6843,84964,186000
6844,64985,-5
6845,14822,45000
6846,11511,10680
6847,-4,-5
6848,65558,52904
6849,42811,400
6850,81271,-5
6851,-4,-5
6852,63053,123687
6853,61223,188000
6854,40249,63500
6855,79020,90000
6856,-4,-1
6857,24730,-5
6858,5837,7200
6859,63460,26832
6860,45145,23870
6861,40648,-2
6862,27877,18000
6863,43006,75000
6864,11029,-5
6865,12741,12456
6866,10551,19000
6867,41554,10000
6868,17721,45000
6869,26806,-5
6870,51893,-5
6871,32412,-5
6872,4224,48500
6873,30548,-2
6874,24927,-5
6875,7020,-5
6876,78921,52000
6877,-4,-5
6878,25036,37000
6879,31540,84000
6880,24650,16000
6881,14744,84000
6882,-5,93000
6883,23158,-5
6884,9369,30000
6885,8324,13000
6886,23420,118000
6887,37664,-5
6888,2648,90000
6889,-4,10000
6890,1723,-5
6891,3453,119940
6892,38982,55050
6893,27877,131700
6894,21181,128000
6895,58042,-5
6896,79821,497763
6897,31351,130000
6898,17681,0
6899,6134,-5
6900,18831,-5
6901,9902,20904
6902,25208,-2
6903,14991,-5
6904,1397,-5
6905,8202,-1
6906,1784,57000
6907,1625,60000
6908,49643,81000
6909,27057,-2
6910,60054,-2
6911,40913,3000
6912,67524,85000
6913,42081,61660
6914,22004,-2
6915,-4,17000
6916,2982,-5
6917,29144,-5
6918,38873,-5
6919,26383,-5
6920,23858,-5
6921,25016,-5
6922,53154,-5
6923,52562,-5
6924,15962,-5
6925,30194,-5
6926,44044,-5
6927,31684,-5
6928,32014,-5
6929,55574,-5
6930,-4,36000
6931,-4,40000
6932,49239,44000
6933,46589,-5
6934,49384,-5
6935,14270,-5
6936,73890,-5
6937,17992,-5
6938,45080,134120
6939,12328,62400
6940,11067,90000
6941,20101,27160
6942,51713,270000
6943,12830,-5
6944,29072,-5
6945,23327,-5
6946,22245,-5
6947,5814,12000
6948,2866,-1
6949,25517,42000
6950,22880,-2
6951,41494,-5
6952,14920,32000
6953,67753,-2
6954,51079,-5
6955,13880,85380
6956,41958,-5
6957,33366,-5
6958,42710,45000
6959,69371,54000
6960,57451,91000
6961,3277,-5
6962,7538,-2
6963,11713,-5
6964,14361,30000
6965,74029,-5
6966,31710,0
6967,5710,5400
6968,26670,67600
6969,33217,-2
6970,2351,40000
6971,45968,15000
6972,7946,62000
6973,82404,-5
6974,88109,-5
6975,80411,-5
6976,77083,-5
6977,80605,-5
6978,62670,-5
6979,59591,-5
6980,62594,-5
6981,20908,-5
6982,59541,-5
6983,60473,-5
6984,60966,-5
6985,51451,-5
6986,61672,-5
6987,77244,-5
6988,31135,25000
6989,40117,15000
6990,33938,-2
6991,17668,30000
6992,51246,-5
6993,3843,-5
6994,12605,16190
6995,2400,14220
6996,59063,122000
6997,4899,0
6998,41885,-2
6999,20764,127000
7000,22925,-5
7001,-5,-5
7002,25114,38500
7003,43516,24000
7004,23578,-5
7005,4907,21623
7006,81443,-5
7007,93787,-5
7008,22470,12360
7009,29808,52000
7010,29487,80000
7011,81683,-5
7012,26139,-5
7013,57022,-5
7014,67447,-5
7015,23588,-5
7016,87019,-5
7017,48931,-5
7018,11553,20304
7019,66884,-5
7020,30820,-5
7021,32813,-5
7022,8100,-5
7023,12805,-5
7024,55626,-5
7025,25796,94800
7026,51838,-5
7027,42938,-5
7028,25470,-5
7029,4110,-5
7030,54621,-5
7031,71841,-5
7032,44039,-5
7033,7737,-5
7034,19260,-5
7035,32760,-5
7036,23761,-5
7037,24980,-5
7038,8291,-5
7039,41554,-5
7040,53843,-5
7041,50870,-5
7042,37555,-5
7043,89836,-5
7044,41815,-5
7045,36697,-5
7046,35957,55000
7047,-4,-5
7048,79076,86000
7049,69863,7900
7050,28098,18000
7051,6126,-5
7052,15680,-5
7053,5865,-5
7054,33623,47000
7055,46843,-5
7056,43997,-5
7057,4997,-5
7058,20777,-5
7059,17279,-5
7060,68932,-5
7061,96573,-5
7062,53131,-5
7063,67560,-5
7064,14461,9564
7065,5236,-1
7066,20472,9888
7067,40242,-5
7068,4489,-2
7069,15671,-2
7070,3180,33200
7071,13268,1400
7072,7795,0
7073,29398,7485
7074,54606,-2
7075,68723,117000
7076,91145,18840
7077,17776,65000
7078,10852,28600
7079,59989,-1
7080,49828,50000
7081,38547,-2
7082,30086,71048
7083,2440,3200
7084,48411,187000
7085,18119,-2
7086,23727,-2
7087,79253,70000
7088,13071,-5
7089,5625,7528
7090,25361,-5
7091,51750,-5
7092,82060,4600
7093,69579,10680
7094,2252,47924
7095,6832,19000
7096,40828,-2
7097,13039,19248
7098,6760,-5
7099,63990,497763
7100,46716,-5
7101,-4,60500
7102,51795,52500
7103,43654,-1
7104,39625,497763
7105,26302,-5
7106,62363,-5
7107,89254,86100
7108,45973,-5
7109,36594,-5
7110,30192,-5
7111,42010,-5
7112,30648,-5
7113,15933,3400
7114,90958,-2
7115,59362,-2
7116,55695,80000
7117,-5,-5
7118,21046,30000
7119,97474,-2
7120,43896,-5
7121,24178,199000
7122,10077,-5
7123,14979,23530
7124,4015,58400
7125,34772,60268
7126,11095,52000
7127,3685,31994
7128,21982,65000
7129,22749,-5
7130,17405,5160
7131,41601,52000
7132,8089,11432
7133,29178,15000
7134,3095,-5
7135,7790,8688
7136,58299,24200
7137,25292,19288
7138,3457,-1
7139,9557,19104
7140,6823,16104
7141,4018,0
7142,13978,0
7143,77973,-2
7144,59727,55000
7145,54835,-2
7146,39289,19000
7147,39482,-1
7148,56327,40748
7149,12002,25040
7150,67269,64800
7151,9545,-1
7152,26154,107092
7153,10911,35000
7154,21624,40000
7155,70352,25200
7156,49665,39000
7157,8769,-2
7158,4744,2900
7159,-5,-5
7160,-5,35000
7161,5404,17400
7162,27504,33600
7163,21663,48000
7164,26056,50000
7165,23361,-2
7166,71783,497763
7167,4265,-5
7168,94999,-5
7169,9312,-5
7170,5687,8376
7171,2975,8364
7172,15179,20826
7173,12020,28472
7174,990,-5
7175,28220,49000
7176,-4,8040
7177,37318,-5
7178,3080,7620
7179,3122,2000
7180,760,32000
7181,8709,62000
7182,7448,-2
7183,25157,25000
7184,172,23000
7185,82205,190000
7186,1738,18120
7187,14143,8820
7188,14984,28256
7189,5977,2400
7190,68639,60000
7191,23512,5600
7192,12168,2400
7193,50633,-5
7194,-4,70000
7195,-4,-5
7196,29379,36000
7197,866,6355
7198,27809,61050
7199,10023,32000
7200,9270,-2
7201,94132,161000
7202,57604,-5
7203,46373,-5
7204,26425,-5
7205,70199,-5
7206,25904,-5
7207,8974,7432
7208,4859,-5
7209,3915,-2
7210,12569,54000
7211,35765,80000
7212,26645,86700
7213,10218,59000
7214,37784,232000
7215,43488,107150
7216,1413,0
7217,7455,8376
7218,8499,81000
7219,3084,-2
7220,1557,42000
7221,12586,12000
7222,4976,0
7223,6670,-5
7224,27203,-5
7225,3189,-2
7226,15291,-2
7227,35420,-5
7228,29876,98000
7229,20473,-1
7230,41920,-5
7231,34426,47000
7232,14322,18024
7233,-5,-5
7234,27482,-5
7235,8601,37000
7236,35882,250000
7237,19961,-5
7238,396,-5
7239,419,-5
7240,58110,143000
7241,21489,144000
7242,0,-5
7243,31936,-5
7244,11852,-2
7245,10536,112000
7246,11708,18000
7247,7962,-2
7248,53319,172000
7249,331,75000
7250,10060,-5
7251,43640,64000
7252,-5,-2
7253,14460,9696
7254,3417,9804
7255,29197,-2
7256,12490,-2
7257,9106,13200
7258,7941,29476
7259,25240,76000
7260,6557,30000
7261,7479,0
7262,14639,-5
7263,6523,2700
7264,19216,-5
7265,30699,59900
7266,29164,72000
7267,10814,-1
7268,20557,48000
7269,-5,-5
7270,87786,-5
7271,69321,31200
7272,3685,-5
7273,68913,0
7274,93698,150000
7275,15803,33000
7276,13037,62000
7277,24777,20000
7278,6391,-2
7279,19722,30000
7280,18122,2400
7281,20255,-5
7282,13698,-2
7283,22568,-2
7284,12261,35000
7285,80445,62000
7286,93888,150000
7287,78202,-5
7288,42481,-5
7289,50137,-5
7290,25330,-5
7291,4353,-5
7292,-4,-5
7293,49753,-2
7294,27739,16000
7295,13312,-5
7296,65506,43000
7297,5449,56000
7298,50053,-5
7299,7040,-5
7300,12032,19700
7301,13847,16452
7302,33320,-2
7303,4336,-5
7304,2959,99000
7305,16554,98000
7306,43881,-5
7307,96104,-5
7308,5169,-5
7309,4794,-5
7310,20239,-5
7311,14738,-5
7312,19604,-5
7313,7536,55000
7314,5109,-5
7315,20914,-5
7316,67017,130000
7317,29659,-5
7318,55225,22000
7319,28909,-5
7320,4262,89152
7321,17219,-2
7322,23861,50000
7323,1171,8868
7324,12037,9000
7325,77908,6800
7326,1176,2150
7327,64059,-5
7328,91754,-5
7329,32226,-5
7330,44024,-5
7331,68426,-5
7332,36733,107000
7333,78981,-5
7334,65066,-5
7335,17400,-5
7336,22969,112
7337,52473,3870
7338,92938,-5
7339,82974,-5
7340,96134,83010
7341,60837,-5
7342,72329,-5
7343,89395,-5
7344,76612,-5
7345,90942,-5
7346,46971,-5
7347,18596,-5
7348,89559,-5
7349,21900,-5
7350,1589,-5
7351,34098,-5
7352,41143,-5
7353,35120,-5
7354,11382,-5
7355,4777,-5
7356,-4,-5
7357,42600,-5
7358,5651,-5
7359,8852,-5
7360,54872,-5
7361,15853,14730
7362,26917,-5
7363,802,-5
7364,47167,-5
7365,29775,-5
7366,21338,-5
7367,18941,-5
7368,60935,45000
7369,90804,187000
7370,97396,136000
7371,32614,-1
7372,45619,180000
7373,1413,20000
7374,29100,-5
7375,30222,-5
7376,17373,-5
7377,3243,10000
7378,44462,14400
7379,2287,106000
7380,0,-5
7381,5448,70000
7382,25512,48368
7383,10775,-2
7384,8187,-1
7385,14059,73440
7386,54106,-2
7387,35167,-5
7388,77775,-5
7389,47058,27000
7390,10594,10140
7391,8582,68000
7392,22168,32000
7393,29603,100000
7394,9604,55000
7395,49041,130000
7396,46900,108300
7397,45704,-2
7398,46153,-5
7399,84931,140100
7400,34100,46480
7401,57319,-5
7402,1970,-5
7403,3815,30260
7404,491,17000
7405,3596,10380
7406,20679,-5
7407,23985,-5
7408,20161,-5
7409,25990,-5
7410,46514,50219
7411,11948,135000
7412,66363,-5
7413,70261,210000
7414,65980,-5
7415,53186,-5
7416,30442,-5
7417,61455,88000
7418,38861,-5
7419,97841,-5
7420,57828,-5
7421,40334,-5
7422,60615,184000
7423,84504,-5
7424,76351,140000
7425,44356,-5
7426,94361,143200
7427,97918,215100
7428,89972,85000
7429,-4,-5
7430,38325,106500
7431,79432,-5
7432,28108,48432
7433,38516,19824
7434,26830,-5
7435,9207,28080
7436,21285,-2
7437,31469,37200
7438,38890,-2
7439,39663,8994
7440,20589,-5
7441,3905,9936
7442,52375,81000
7443,41500,41640
7444,3859,13212
7445,498,2880
7446,3953,-2
7447,12101,-5
7448,4252,2000
7449,2871,45000
7450,80066,-5
7451,58154,93541
7452,40513,-5
7453,91546,-5
7454,31631,225000
7455,-5,-2
7456,2741,0
7457,1933,95000
7458,34797,-5
7459,12279,3168
7460,32868,-5
7461,5500,-5
7462,20937,-1
7463,2624,-5
7464,12432,-5
7465,23361,27000
7466,5210,28351
7467,2956,-5
7468,45554,-5
7469,11728,116000
7470,-4,497763
7471,54217,-5
7472,53310,85000
7473,27961,-5
7474,16272,56000
7475,46088,157200
7476,33829,22600
7477,36424,-1
7478,25591,-1
7479,15035,66000
7480,30531,47000
7481,69875,-5
7482,15993,-5
7483,7866,-5
7484,32821,-5
7485,83103,6275
7486,13822,-5
7487,2362,2650
7488,58615,155000
7489,61970,36000
7490,32319,18800
7491,43576,25000
7492,25610,33000
7493,9269,14000
7494,19579,0
7495,37248,39000
7496,2103,7000
7497,10212,11742
7498,78173,102020
7499,2426,12000
7500,30651,-5
7501,23510,17536
7502,-4,9700
7503,12297,6000
7504,15082,40640
7505,11550,23860
7506,7936,-2
7507,17114,-5
7508,9652,94000
7509,6391,120000
7510,6858,11244
7511,12222,8400
7512,32043,55000
7513,13008,-2
7514,59310,65000
7515,36742,74800
7516,30288,55000
7517,6957,-2
7518,3428,4188
7519,8093,-5
7520,3903,-2
7521,36202,85000
7522,32250,12886
7523,28556,4140
7524,1396,29676
7525,36589,34500
7526,8933,61000
7527,85786,151250
7528,43729,-5
7529,48895,-5
7530,-4,-5
7531,56355,-5
7532,55991,-5
7533,1827,0
7534,9260,61400
7535,29712,155000
7536,-5,-5
7537,74474,-5
7538,92622,-5
7539,50235,-5
7540,23013,21000
7541,17012,-5
7542,87039,75000
7543,27985,-5
7544,94025,0
7545,40152,-5
7546,30511,-5
7547,994,2400
7548,12344,-2
7549,1359,1200
7550,2086,30000
7551,23270,-2
7552,98530,80114
7553,11624,-2
7554,93481,-5
7555,80554,497763
7556,70343,40080
7557,18087,130000
7558,82478,-5
7559,22428,36000
7560,45448,19500
7561,97965,497763
7562,-4,-5
7563,-4,240000
7564,89005,262000
7565,135,5200
7566,69607,15000
7567,38613,2400
7568,20826,100000
7569,17311,34000
7570,32744,-5
7571,38762,-5
7572,7178,16656
7573,53453,-5
7574,56838,-5
7575,55404,111053
7576,64301,141000
7577,43256,9468
7578,76195,-1
7579,-5,-5
7580,21715,-5
7581,34151,98000
7582,10895,56000
7583,24260,11000
7584,23936,-2
7585,4785,16320
7586,-4,55000
7587,14609,148000
7588,-5,26832
7589,70774,2400
7590,67887,30000
7591,-5,-5
7592,49795,200
7593,-4,280
7594,-4,50000
7595,24249,62500
7596,19791,-5
7597,77492,-5
7598,66659,151690
7599,22169,84000
7600,42497,72000
7601,84836,259125
7602,99730,165435
7603,93137,171610
7604,89072,-5
7605,97733,-5
7606,41196,35532
7607,3441,-5
7608,25060,-5
7609,52547,-5
7610,86863,-5
7611,29459,-2
7612,10160,19392
7613,18029,-5
7614,50214,-5
7615,15436,-2
7616,15552,23800
7617,16331,-5
7618,1937,15620
7619,2753,-5
7620,40240,106300
7621,11173,-2
7622,8884,31616
7623,20200,-5
7624,2139,-5
7625,27688,33000
7626,14730,17892
7627,2555,-2
7628,31560,11436
7629,64658,108000
7630,60152,15204
7631,29882,-5
7632,70514,-5
7633,5463,0
7634,10465,0
7635,25422,-5
7636,13711,-1
7637,29661,-5
7638,33213,-2
7639,435,19000
7640,16260,48000
7641,7779,0
7642,18081,32068
7643,520,-5
7644,12980,-5
7645,9064,25000
7646,7021,20592
7647,27371,164000
7648,30447,-5
7649,44597,119000
7650,46131,103000
7651,29304,-5
7652,34420,75000
7653,68802,95826
7654,26156,-2
7655,24713,-2
7656,6186,25000
7657,10768,36000
7658,-5,-5
7659,-5,-5
7660,-5,-5
7661,43858,43000
7662,14278,1845
7663,27684,-2
7664,25468,53890
7665,2446,23388
7666,13896,-5
7667,2651,30436
7668,19809,105000
7669,32666,88600
7670,10303,60200
7671,12460,-5
7672,1535,12000
7673,2294,0
7674,17014,-5
7675,16603,18000
7676,76906,-2
7677,81976,21420
7678,4474,-5
7679,24879,92844
7680,10417,-5
7681,3685,-5
7682,13507,8088
7683,22017,-5
7684,46809,73647
7685,24462,18660
7686,-4,-5
7687,42208,188000
7688,28995,62364
7689,19013,37636
7690,46441,-1
7691,17635,121000
7692,20519,51000
7693,12543,-5
7694,4526,42600
7695,25021,37200
7696,12698,12000
7697,41391,55000
7698,40920,-5
7699,19877,50000
7700,685,-1
7701,19088,37212
7702,49962,-5
7703,44383,235000
7704,3205,13956
7705,25472,16000
7706,37703,-5
7707,54075,45000
7708,67636,-5
7709,21908,10632
7710,4179,63664
7711,16289,-2
7712,48926,30000
7713,7326,17000
7714,20678,39030
7715,5282,-5
7716,66291,155000
7717,42404,100000
7718,41514,-5
7719,76977,-5
7720,83227,274000
7721,36824,-5
7722,90957,-5
7723,91898,-5
7724,75525,-5
7725,-4,-5
7726,-4,-5
7727,46036,-5
7728,54173,-5
7729,-4,-5
7730,66779,-5
7731,76048,-5
7732,84028,-5
7733,-4,35000
7734,48135,-5
7735,61030,-5
7736,53487,-5
7737,-4,-5
7738,51103,-5
7739,43213,-5
7740,74050,-5
7741,89088,-5
7742,-4,-5
7743,90016,-5
7744,83074,-5
7745,71862,-5
7746,84460,-5
7747,66060,-5
7748,52493,497763
7749,-5,-5
7750,69324,-2
7751,90350,-5
7752,81780,-5
7753,67140,87000
7754,44836,88000
7755,-4,-5
7756,51867,-5
7757,83924,-5
7758,41469,-5
7759,83943,-5
7760,80162,-1
7761,98560,-5
7762,89399,-5
7763,92598,-5
7764,77775,-5
7765,69788,-5
7766,-4,-5
7767,94216,-5
7768,66540,-5
7769,39533,-5
7770,89803,-5
7771,81797,-5
7772,74760,-5
7773,78244,55000
7774,26776,-5
7775,72042,-5
7776,89515,-5
7777,81662,-5
7778,61698,-5
7779,9275,-5
7780,65923,-5
7781,31637,-5
7782,-5,-5
7783,67240,-5
7784,64468,-5
7785,86491,-5
7786,68506,-5
7787,71505,-5
7788,27053,-1
7789,7197,13200
7790,763,-2
7791,28973,118000
7792,26971,27000
7793,652,-2
7794,11956,1760
7795,3640,3008
7796,9533,105000
7797,12421,-5
7798,6971,-5
7799,16570,21600
7800,35566,116030
7801,43202,2900
7802,0,-2
7803,7664,300
7804,5480,165000
7805,37980,-2
7806,5020,48000
7807,3070,-5
7808,25083,-2
7809,7938,67716
7810,13061,-5
7811,20079,88500
7812,11666,0
7813,14927,-5
7814,29321,87200
7815,355,24000
7816,115,-5
7817,19588,144000
7818,27086,9464
7819,16575,31000
7820,16896,26000
7821,58118,-5
7822,16994,-5
7823,9840,10668
7824,61123,-5
7825,27325,-5
7826,31019,4000
7827,-5,-5
7828,0,25000
7829,13515,-2
7830,11473,71800
7831,26957,54000
7832,44359,-5
7833,70135,281000
7834,47614,21000
7835,29118,20400
7836,3301,-5
7837,2268,26000
7838,32395,52000
7839,440,0
7840,9235,-5
7841,0,75000
7842,14331,-5
7843,40740,60050
7844,-5,-5
7845,-4,27000
7846,9001,70000
7847,3115,40550
7848,8297,-5
7849,949,-2
7850,22786,90000
7851,15672,-5
7852,86149,130000
7853,34626,-5
7854,53825,113000
7855,19506,-2
7856,18516,54000
7857,32671,-5
7858,-4,-2
7859,31265,30000
7860,6961,30000
7861,11623,14000
7862,-4,-5
7863,14769,-5
7864,38604,99400
7865,6855,-2
7866,8363,-5
7867,11509,128080
7868,25407,38473
7869,13158,42000
7870,54067,-5
7871,68628,70000
7872,33931,75000
7873,49988,19000
7874,91194,-5
7875,46255,-5
7876,66111,0
7877,51224,-5
7878,29439,-5
7879,31872,-5
7880,97469,-5
7881,26992,-5
7882,30871,22000
7883,53090,71129
7884,50777,2000
7885,21067,-1
7886,36383,-5
7887,92596,-5
7888,23564,-5
7889,66804,-5
7890,37023,-5
7891,73961,81100
7892,56750,-5
7893,28327,-5
7894,52201,-5
7895,79708,-5
7896,31140,-5
7897,77996,-5
7898,48288,-5
7899,9952,45407
7900,54594,97800
7901,3087,-5
7902,51454,-5
7903,10064,31612
7904,78872,-5
7905,60505,-5
7906,-5,-5
7907,589,16100
7908,49234,71140
7909,87746,138600
7910,37045,28055
7911,17902,-5
7912,25709,-5
7913,11718,33920
7914,-4,-5
7915,68622,-5
7916,66654,-5
7917,21570,-5
7918,25818,-5
7919,11483,-5
7920,38579,-5
7921,3222,-5
7922,49073,-5
7923,40024,174000
7924,-4,-5
7925,47602,130000
7926,13505,2400
7927,36611,-5
7928,15948,-5
7929,9756,-5
7930,7531,57750
7931,1655,-5
7932,7056,-5
7933,35801,36285
7934,12406,59000
7935,45798,-5
7936,23254,34000
7937,5328,1824
7938,8706,3000
7939,43180,-5
7940,48474,107000
7941,96227,-5
7942,53432,-5
7943,19834,-2
7944,44152,-2
7945,26641,14000
7946,19142,67000
7947,51648,-5
7948,12220,-5
7949,6303,-2
7950,36898,0
7951,25470,-2
7952,3411,2725
7953,-4,61726
7954,3241,52800
7955,3147,-5
7956,64198,98075
7957,15386,22668
7958,15156,-5
7959,25408,29040
7960,38057,-5
7961,46302,-5
7962,3518,-5
7963,1062,-5
7964,62286,97010
7965,54298,100000
7966,38554,-5
7967,19217,70000
7968,22897,6000
7969,25471,-5
7970,-4,19214
7971,3201,-2
7972,1881,10944
7973,42533,37000
7974,16982,58734
7975,-4,52000
7976,12531,-5
7977,37156,-2
7978,33017,72000
7979,23094,103000
7980,80057,144000
7981,9959,190000
7982,32856,149000
7983,34437,52935
7984,35624,75280
7985,36119,-2
7986,30926,29600
7987,32908,90000
7988,8022,34000
7989,-4,-5
7990,7551,24632
7991,54075,-2
7992,15689,-2
7993,35233,114000
7994,32491,-5
7995,52124,17500
7996,76996,-5
7997,78212,-2
7998,75701,263000
7999,11119,10400
8000,79115,90000
8001,36125,22880
8002,9223,18669
8003,39681,136600
8004,12558,150000
8005,34820,-2
8006,37182,74000
8007,18939,-5
